Match ID,Season,League,Date,Squad,Team,Player,Position,Color1,Color2
1237832,2025-2026,Counties 2 Sussex,2025-10-04,1,Brighton II,Luke Booth,3,gray,black
1237832,2025-2026,Counties 2 Sussex,2025-10-04,1,Brighton II,Tom Foster,2,gray,black
1237832,2025-2026,Counties 2 Sussex,2025-10-04,1,Brighton II,Nicolas Lewis,1,gray,black
1220043,2025-2026,Counties 2 Sussex,2025-10-04,1,Crawley,Kristian Dean,15,maroon,deepskyblue
1220043,2025-2026,Counties 2 Sussex,2025-10-04,1,Crawley,Gorm Young,14,maroon,deepskyblue
1220043,2025-2026,Counties 2 Sussex,2025-10-04,1,Crawley,William Ofosuhene,13,maroon,deepskyblue
1220043,2025-2026,Counties 2 Sussex,2025-10-04,1,Crawley,Conor Kelly,12,maroon,deepskyblue
1220043,2025-2026,Counties 2 Sussex,2025-10-04,1,Crawley,Anthony Dartnell,11,maroon,deepskyblue
1220043,2025-2026,Counties 2 Sussex,2025-10-04,1,Crawley,Oscar Davies,10,maroon,deepskyblue
1220043,2025-2026,Counties 2 Sussex,2025-10-04,1,Crawley,Joshua Laviol,9,maroon,deepskyblue
1220043,2025-2026,Counties 2 Sussex,2025-10-04,1,Crawley,Guy Craddock,8,maroon,deepskyblue
1220043,2025-2026,Counties 2 Sussex,2025-10-04,1,Crawley,Aaron O'Callaghan,7,maroon,deepskyblue
1220043,2025-2026,Counties 2 Sussex,2025-10-04,1,Crawley,Jonathan McGurk,6,maroon,deepskyblue
1220043,2025-2026,Counties 2 Sussex,2025-10-04,1,Crawley,Name withheld,5,maroon,deepskyblue
1220043,2025-2026,Counties 2 Sussex,2025-10-04,1,Crawley,Oliver Plunkett,4,maroon,deepskyblue
1220043,2025-2026,Counties 2 Sussex,2025-10-04,1,Crawley,Joel Fisher,3,maroon,deepskyblue
1220043,2025-2026,Counties 2 Sussex,2025-10-04,1,Crawley,Robert Higgins,2,maroon,deepskyblue
1220043,2025-2026,Counties 2 Sussex,2025-10-04,1,Crawley,Bradley Davies,1,maroon,deepskyblue
1220043,2025-2026,Counties 2 Sussex,2025-10-04,1,Crawley,Callum Hankin,S1,maroon,deepskyblue
1220043,2025-2026,Counties 2 Sussex,2025-10-04,1,Crawley,Jude Read,S2,maroon,deepskyblue
1220043,2025-2026,Counties 2 Sussex,2025-10-04,1,Crawley,Andrew Griffiths,S3,maroon,deepskyblue
1220043,2025-2026,Counties 2 Sussex,2025-10-04,1,Lewes,Jack Soltermann,15,blue,white
1220043,2025-2026,Counties 2 Sussex,2025-10-04,1,Lewes,Harry Carr,14,blue,white
1220043,2025-2026,Counties 2 Sussex,2025-10-04,1,Lewes,Rafferty Green,13,blue,white
1220043,2025-2026,Counties 2 Sussex,2025-10-04,1,Lewes,Ben Goode,12,blue,white
1220043,2025-2026,Counties 2 Sussex,2025-10-04,1,Lewes,Jordan Smith,11,blue,white
1220043,2025-2026,Counties 2 Sussex,2025-10-04,1,Lewes,Joseph Lacy,10,blue,white
1220043,2025-2026,Counties 2 Sussex,2025-10-04,1,Lewes,Louis Medhurst,9,blue,white
1220043,2025-2026,Counties 2 Sussex,2025-10-04,1,Lewes,Harry Weston,8,blue,white
1220043,2025-2026,Counties 2 Sussex,2025-10-04,1,Lewes,Fearghus Gage,7,blue,white
1220043,2025-2026,Counties 2 Sussex,2025-10-04,1,Lewes,James Sale,6,blue,white
1220043,2025-2026,Counties 2 Sussex,2025-10-04,1,Lewes,Ian Thomas,5,blue,white
1220043,2025-2026,Counties 2 Sussex,2025-10-04,1,Lewes,Benjamin Simmonds,4,blue,white
1220043,2025-2026,Counties 2 Sussex,2025-10-04,1,Lewes,Kane Dadswell,3,blue,white
1220043,2025-2026,Counties 2 Sussex,2025-10-04,1,Lewes,Thomas Petty,2,blue,white
1220043,2025-2026,Counties 2 Sussex,2025-10-04,1,Lewes,Daryl Benson,1,blue,white
1220043,2025-2026,Counties 2 Sussex,2025-10-04,1,Lewes,Alexander Bray,S1,blue,white
1220042,2025-2026,Counties 2 Sussex,2025-10-04,1,Pulborough,Patrick Burnett,15,black,white
1220042,2025-2026,Counties 2 Sussex,2025-10-04,1,Pulborough,William Scrase,14,black,white
1220042,2025-2026,Counties 2 Sussex,2025-10-04,1,Pulborough,Ralph Robson,13,black,white
1220042,2025-2026,Counties 2 Sussex,2025-10-04,1,Pulborough,Archie Sadler,12,black,white
1220042,2025-2026,Counties 2 Sussex,2025-10-04,1,Pulborough,Ewan Callaway,11,black,white
1220042,2025-2026,Counties 2 Sussex,2025-10-04,1,Pulborough,Stephen Wilson,10,black,white
1220042,2025-2026,Counties 2 Sussex,2025-10-04,1,Pulborough,George Rydon,9,black,white
1220042,2025-2026,Counties 2 Sussex,2025-10-04,1,Pulborough,Dylan Townsend,8,black,white
1220042,2025-2026,Counties 2 Sussex,2025-10-04,1,Pulborough,Philip Dandy,7,black,white
1220042,2025-2026,Counties 2 Sussex,2025-10-04,1,Pulborough,Ben Sadler,6,black,white
1220042,2025-2026,Counties 2 Sussex,2025-10-04,1,Pulborough,George Harwood,5,black,white
1220042,2025-2026,Counties 2 Sussex,2025-10-04,1,Pulborough,Carl Brewster,4,black,white
1220042,2025-2026,Counties 2 Sussex,2025-10-04,1,Pulborough,Douglas Ludlow-monk,3,black,white
1220042,2025-2026,Counties 2 Sussex,2025-10-04,1,Pulborough,James Ruff,2,black,white
1220042,2025-2026,Counties 2 Sussex,2025-10-04,1,Pulborough,Reuben Joyce,1,black,white
1220042,2025-2026,Counties 2 Sussex,2025-10-04,1,Pulborough,Curtis Sentineal,S1,black,white
1220042,2025-2026,Counties 2 Sussex,2025-10-04,1,Pulborough,Benjamin Monsey,S2,black,white
1220042,2025-2026,Counties 2 Sussex,2025-10-04,1,Pulborough,Joseph Serna,S3,black,white
1220042,2025-2026,Counties 2 Sussex,2025-10-04,1,Eastbourne II,Stuart Baker,15,gray,black
1220042,2025-2026,Counties 2 Sussex,2025-10-04,1,Eastbourne II,Justin Funnell,14,gray,black
1220042,2025-2026,Counties 2 Sussex,2025-10-04,1,Eastbourne II,Harri Smith,13,gray,black
1220042,2025-2026,Counties 2 Sussex,2025-10-04,1,Eastbourne II,Archie Fox,12,gray,black
1220042,2025-2026,Counties 2 Sussex,2025-10-04,1,Eastbourne II,Louis Wood,11,gray,black
1220042,2025-2026,Counties 2 Sussex,2025-10-04,1,Eastbourne II,Name withheld,10,gray,black
1220042,2025-2026,Counties 2 Sussex,2025-10-04,1,Eastbourne II,Louis Nicholls,9,gray,black
1220042,2025-2026,Counties 2 Sussex,2025-10-04,1,Eastbourne II,Brandon Foot,8,gray,black
1220042,2025-2026,Counties 2 Sussex,2025-10-04,1,Eastbourne II,Michael Morehen,7,gray,black
1220042,2025-2026,Counties 2 Sussex,2025-10-04,1,Eastbourne II,Morgan Treacher,6,gray,black
1220042,2025-2026,Counties 2 Sussex,2025-10-04,1,Eastbourne II,Eddie Wrench,5,gray,black
1220042,2025-2026,Counties 2 Sussex,2025-10-04,1,Eastbourne II,Joseph Long,4,gray,black
1220042,2025-2026,Counties 2 Sussex,2025-10-04,1,Eastbourne II,Alun Cranch,3,gray,black
1220042,2025-2026,Counties 2 Sussex,2025-10-04,1,Eastbourne II,Tom Line,2,gray,black
1220042,2025-2026,Counties 2 Sussex,2025-10-04,1,Eastbourne II,Aitor Salas Blazquez,1,gray,black
1220042,2025-2026,Counties 2 Sussex,2025-10-04,1,Eastbourne II,Luke Steel,S1,gray,black
1220042,2025-2026,Counties 2 Sussex,2025-10-04,1,Eastbourne II,Henry Duke,S2,gray,black
1220042,2025-2026,Counties 2 Sussex,2025-10-04,1,Eastbourne II,Paul Smith,S3,gray,black
1220044,2025-2026,Counties 2 Sussex,2025-10-04,1,Royals RFC,Jake Stanton,15,gray,black
1220044,2025-2026,Counties 2 Sussex,2025-10-04,1,Royals RFC,Aidan Loane,14,gray,black
1220044,2025-2026,Counties 2 Sussex,2025-10-04,1,Royals RFC,Ben Smith,13,gray,black
1220044,2025-2026,Counties 2 Sussex,2025-10-04,1,Royals RFC,Hugo Reid,12,gray,black
1220044,2025-2026,Counties 2 Sussex,2025-10-04,1,Royals RFC,George Burke,11,gray,black
1220044,2025-2026,Counties 2 Sussex,2025-10-04,1,Royals RFC,Ben Pearson,10,gray,black
1220044,2025-2026,Counties 2 Sussex,2025-10-04,1,Royals RFC,Harry Walton,9,gray,black
1220044,2025-2026,Counties 2 Sussex,2025-10-04,1,Royals RFC,Cameron Queree,8,gray,black
1220044,2025-2026,Counties 2 Sussex,2025-10-04,1,Royals RFC,John James Le Feuvre,7,gray,black
1220044,2025-2026,Counties 2 Sussex,2025-10-04,1,Royals RFC,Charlie Courtness,6,gray,black
1220044,2025-2026,Counties 2 Sussex,2025-10-04,1,Royals RFC,Lewis Ham-Howes,5,gray,black
1220044,2025-2026,Counties 2 Sussex,2025-10-04,1,Royals RFC,Will Michel,4,gray,black
1220044,2025-2026,Counties 2 Sussex,2025-10-04,1,Royals RFC,Jake Bates,3,gray,black
1220044,2025-2026,Counties 2 Sussex,2025-10-04,1,Royals RFC,Jack Lowe,2,gray,black
1220044,2025-2026,Counties 2 Sussex,2025-10-04,1,Royals RFC,Name withheld,1,gray,black
1220044,2025-2026,Counties 2 Sussex,2025-10-04,1,Royals RFC,Rowan Dixon-Smith,S1,gray,black
1220044,2025-2026,Counties 2 Sussex,2025-10-04,1,Royals RFC,Conor Bisson-Mercury,S2,gray,black
1220044,2025-2026,Counties 2 Sussex,2025-10-04,1,Royals RFC,Pearse Moloney,S3,gray,black
1220044,2025-2026,Counties 2 Sussex,2025-10-04,1,Shoreham,Darren Locke,15,forestgreen,gold
1220044,2025-2026,Counties 2 Sussex,2025-10-04,1,Shoreham,David Ayres,14,forestgreen,gold
1220044,2025-2026,Counties 2 Sussex,2025-10-04,1,Shoreham,Sean Shepherd,13,forestgreen,gold
1220044,2025-2026,Counties 2 Sussex,2025-10-04,1,Shoreham,Ryan Morlen,12,forestgreen,gold
1220044,2025-2026,Counties 2 Sussex,2025-10-04,1,Shoreham,Connor Fairhall,11,forestgreen,gold
1220044,2025-2026,Counties 2 Sussex,2025-10-04,1,Shoreham,Zachary McEwan,10,forestgreen,gold
1220044,2025-2026,Counties 2 Sussex,2025-10-04,1,Shoreham,Adam Fear,9,forestgreen,gold
1220044,2025-2026,Counties 2 Sussex,2025-10-04,1,Shoreham,Gavin Cox,8,forestgreen,gold
1220044,2025-2026,Counties 2 Sussex,2025-10-04,1,Shoreham,Charlie Dale,7,forestgreen,gold
1220044,2025-2026,Counties 2 Sussex,2025-10-04,1,Shoreham,Alex Hall,6,forestgreen,gold
1220044,2025-2026,Counties 2 Sussex,2025-10-04,1,Shoreham,Daniel Adams,5,forestgreen,gold
1220044,2025-2026,Counties 2 Sussex,2025-10-04,1,Shoreham,Steven Goater,4,forestgreen,gold
1220044,2025-2026,Counties 2 Sussex,2025-10-04,1,Shoreham,Joshua Avis,3,forestgreen,gold
1220044,2025-2026,Counties 2 Sussex,2025-10-04,1,Shoreham,Mark Lavery,2,forestgreen,gold
1220044,2025-2026,Counties 2 Sussex,2025-10-04,1,Shoreham,Harry Rae,1,forestgreen,gold
1220044,2025-2026,Counties 2 Sussex,2025-10-04,1,Shoreham,Noah Rudge,S1,forestgreen,gold
1220044,2025-2026,Counties 2 Sussex,2025-10-04,1,Shoreham,Jack Portman,S2,forestgreen,gold
1220044,2025-2026,Counties 2 Sussex,2025-10-04,1,Shoreham,William Midwinter,S3,forestgreen,gold
1220040,2025-2026,Counties 2 Sussex,2025-10-04,1,Seaford,Corey Digby-Clarke,15,red,darkblue
1220040,2025-2026,Counties 2 Sussex,2025-10-04,1,Seaford,Charlie Crossgrove,14,red,darkblue
1220040,2025-2026,Counties 2 Sussex,2025-10-04,1,Seaford,Paddy Powney,13,red,darkblue
1220040,2025-2026,Counties 2 Sussex,2025-10-04,1,Seaford,Geoffrey Bridges,12,red,darkblue
1220040,2025-2026,Counties 2 Sussex,2025-10-04,1,Seaford,Name withheld,11,red,darkblue
1220040,2025-2026,Counties 2 Sussex,2025-10-04,1,Seaford,Oscar Weisz,10,red,darkblue
1220040,2025-2026,Counties 2 Sussex,2025-10-04,1,Seaford,Jack Cullinane,9,red,darkblue
1220040,2025-2026,Counties 2 Sussex,2025-10-04,1,Seaford,Daniel Newby,8,red,darkblue
1220040,2025-2026,Counties 2 Sussex,2025-10-04,1,Seaford,Harvey Joy,7,red,darkblue
1220040,2025-2026,Counties 2 Sussex,2025-10-04,1,Seaford,Jason Staples,6,red,darkblue
1220040,2025-2026,Counties 2 Sussex,2025-10-04,1,Seaford,Lee Furminger,5,red,darkblue
1220040,2025-2026,Counties 2 Sussex,2025-10-04,1,Seaford,Dominic Joy,4,red,darkblue
1220040,2025-2026,Counties 2 Sussex,2025-10-04,1,Seaford,Joshua Hennessy,3,red,darkblue
1220040,2025-2026,Counties 2 Sussex,2025-10-04,1,Seaford,Andrew Fry,2,red,darkblue
1220040,2025-2026,Counties 2 Sussex,2025-10-04,1,Seaford,Nathan Roberts,1,red,darkblue
1220040,2025-2026,Counties 2 Sussex,2025-10-04,1,Seaford,Daniel Blunt,S1,red,darkblue
1220040,2025-2026,Counties 2 Sussex,2025-10-04,1,Seaford,Josh Ellis-Smith,S2,red,darkblue
1220040,2025-2026,Counties 2 Sussex,2025-10-04,1,Seaford,Michael Upton,S3,red,darkblue
1220040,2025-2026,Counties 2 Sussex,2025-10-04,1,East Grinstead,Luke Maker,15,darkblue,white
1220040,2025-2026,Counties 2 Sussex,2025-10-04,1,East Grinstead,William Roberts,14,darkblue,white
1220040,2025-2026,Counties 2 Sussex,2025-10-04,1,East Grinstead,Ted Hardisty,13,darkblue,white
1220040,2025-2026,Counties 2 Sussex,2025-10-04,1,East Grinstead,Jake Radcliffe,12,darkblue,white
1220040,2025-2026,Counties 2 Sussex,2025-10-04,1,East Grinstead,Name withheld,11,darkblue,white
1220040,2025-2026,Counties 2 Sussex,2025-10-04,1,East Grinstead,Noah Roberts,10,darkblue,white
1220040,2025-2026,Counties 2 Sussex,2025-10-04,1,East Grinstead,Chris Taylor,9,darkblue,white
1220040,2025-2026,Counties 2 Sussex,2025-10-04,1,East Grinstead,Aaronn Boczek,8,darkblue,white
1220040,2025-2026,Counties 2 Sussex,2025-10-04,1,East Grinstead,Rory evans,7,darkblue,white
1220040,2025-2026,Counties 2 Sussex,2025-10-04,1,East Grinstead,Or Shay,6,darkblue,white
1220040,2025-2026,Counties 2 Sussex,2025-10-04,1,East Grinstead,Samuel Lindsay-McCall,5,darkblue,white
1220040,2025-2026,Counties 2 Sussex,2025-10-04,1,East Grinstead,Guy Collins,4,darkblue,white
1220040,2025-2026,Counties 2 Sussex,2025-10-04,1,East Grinstead,Joshua Brimecombe,3,darkblue,white
1220040,2025-2026,Counties 2 Sussex,2025-10-04,1,East Grinstead,Benjamin Tottman,2,darkblue,white
1220040,2025-2026,Counties 2 Sussex,2025-10-04,1,East Grinstead,Michael Presland,1,darkblue,white
1220040,2025-2026,Counties 2 Sussex,2025-10-04,1,East Grinstead,Mark Oliver,S1,darkblue,white
1220040,2025-2026,Counties 2 Sussex,2025-10-04,1,East Grinstead,Josh Weaver,S2,darkblue,white
1220040,2025-2026,Counties 2 Sussex,2025-10-04,1,East Grinstead,Alistair Moffatt,S3,darkblue,white
1232369,2025-2026,Harvey's Brewery Counties 3 Sussex,2025-10-04,2,Haywards Heath II,Name withheld,15,gray,black
1232369,2025-2026,Harvey's Brewery Counties 3 Sussex,2025-10-04,2,Haywards Heath II,Che Stokes,14,gray,black
1232369,2025-2026,Harvey's Brewery Counties 3 Sussex,2025-10-04,2,Haywards Heath II,Douglas Kern,13,gray,black
1232369,2025-2026,Harvey's Brewery Counties 3 Sussex,2025-10-04,2,Haywards Heath II,Ben Eustace,12,gray,black
1232369,2025-2026,Harvey's Brewery Counties 3 Sussex,2025-10-04,2,Haywards Heath II,Jack Hart,11,gray,black
1232369,2025-2026,Harvey's Brewery Counties 3 Sussex,2025-10-04,2,Haywards Heath II,Christopher Neill,10,gray,black
1232369,2025-2026,Harvey's Brewery Counties 3 Sussex,2025-10-04,2,Haywards Heath II,Tom Butler,9,gray,black
1232369,2025-2026,Harvey's Brewery Counties 3 Sussex,2025-10-04,2,Haywards Heath II,Fraser Russell,8,gray,black
1232369,2025-2026,Harvey's Brewery Counties 3 Sussex,2025-10-04,2,Haywards Heath II,Josh Pope,7,gray,black
1232369,2025-2026,Harvey's Brewery Counties 3 Sussex,2025-10-04,2,Haywards Heath II,Jacob Davies,6,gray,black
1232369,2025-2026,Harvey's Brewery Counties 3 Sussex,2025-10-04,2,Haywards Heath II,Patrick Stedman,5,gray,black
1232369,2025-2026,Harvey's Brewery Counties 3 Sussex,2025-10-04,2,Haywards Heath II,Henry Dickson,4,gray,black
1232369,2025-2026,Harvey's Brewery Counties 3 Sussex,2025-10-04,2,Haywards Heath II,Martin Mcdonagh,3,gray,black
1232369,2025-2026,Harvey's Brewery Counties 3 Sussex,2025-10-04,2,Haywards Heath II,Lewis Goodall,2,gray,black
1232369,2025-2026,Harvey's Brewery Counties 3 Sussex,2025-10-04,2,Haywards Heath II,Karl Wicking,1,gray,black
1232369,2025-2026,Harvey's Brewery Counties 3 Sussex,2025-10-04,2,Haywards Heath II,Stanley Bradford,S1,gray,black
1232369,2025-2026,Harvey's Brewery Counties 3 Sussex,2025-10-04,2,Haywards Heath II,Josh Jones,S2,gray,black
1232369,2025-2026,Harvey's Brewery Counties 3 Sussex,2025-10-04,2,Haywards Heath II,Zack Davies,S3,gray,black
1232369,2025-2026,Harvey's Brewery Counties 3 Sussex,2025-10-04,2,Haywards Heath II,Alexander Chard,S4,gray,black
1232369,2025-2026,Harvey's Brewery Counties 3 Sussex,2025-10-04,2,Haywards Heath II,Tom Baxter,S5,gray,black
1232369,2025-2026,Harvey's Brewery Counties 3 Sussex,2025-10-04,2,Haywards Heath II,Finlay Furse,S6,gray,black
1232369,2025-2026,Harvey's Brewery Counties 3 Sussex,2025-10-04,2,Haywards Heath II,Daniel Bellamy,S7,gray,black
1232369,2025-2026,Harvey's Brewery Counties 3 Sussex,2025-10-04,2,Worthing III,Philip Shambrook,15,gray,black
1232369,2025-2026,Harvey's Brewery Counties 3 Sussex,2025-10-04,2,Worthing III,Jamie Burn,14,gray,black
1232369,2025-2026,Harvey's Brewery Counties 3 Sussex,2025-10-04,2,Worthing III,Harry Squire,13,gray,black
1232369,2025-2026,Harvey's Brewery Counties 3 Sussex,2025-10-04,2,Worthing III,Jordan Lowndes,12,gray,black
1232369,2025-2026,Harvey's Brewery Counties 3 Sussex,2025-10-04,2,Worthing III,Jacob Mogre,11,gray,black
1232369,2025-2026,Harvey's Brewery Counties 3 Sussex,2025-10-04,2,Worthing III,Taylor Lansley,10,gray,black
1232369,2025-2026,Harvey's Brewery Counties 3 Sussex,2025-10-04,2,Worthing III,Nicholas Choate,9,gray,black
1232369,2025-2026,Harvey's Brewery Counties 3 Sussex,2025-10-04,2,Worthing III,Jacob Brown,8,gray,black
1232369,2025-2026,Harvey's Brewery Counties 3 Sussex,2025-10-04,2,Worthing III,Dominic Phillips,7,gray,black
1232369,2025-2026,Harvey's Brewery Counties 3 Sussex,2025-10-04,2,Worthing III,Simon Miles,6,gray,black
1232369,2025-2026,Harvey's Brewery Counties 3 Sussex,2025-10-04,2,Worthing III,Nathan Burstow,5,gray,black
1232369,2025-2026,Harvey's Brewery Counties 3 Sussex,2025-10-04,2,Worthing III,Luke Williams,4,gray,black
1232369,2025-2026,Harvey's Brewery Counties 3 Sussex,2025-10-04,2,Worthing III,William Hipkin,3,gray,black
1232369,2025-2026,Harvey's Brewery Counties 3 Sussex,2025-10-04,2,Worthing III,Adam Clarke,2,gray,black
1232369,2025-2026,Harvey's Brewery Counties 3 Sussex,2025-10-04,2,Worthing III,Nathan Roberts,1,gray,black
1232369,2025-2026,Harvey's Brewery Counties 3 Sussex,2025-10-04,2,Worthing III,Jack Munro,S1,gray,black
1232369,2025-2026,Harvey's Brewery Counties 3 Sussex,2025-10-04,2,Worthing III,Ciaran Glenister,S2,gray,black
1232369,2025-2026,Harvey's Brewery Counties 3 Sussex,2025-10-04,2,Worthing III,Taylor Garratt,S3,gray,black
1232369,2025-2026,Harvey's Brewery Counties 3 Sussex,2025-10-04,2,Worthing III,Ash Rowland,S4,gray,black
1232369,2025-2026,Harvey's Brewery Counties 3 Sussex,2025-10-04,2,Worthing III,Jamie Robertson,S5,gray,black
1220045,2025-2026,Counties 2 Sussex,2025-10-11,1,Seaford,Jack Armstrong,15,red,darkblue
1220045,2025-2026,Counties 2 Sussex,2025-10-11,1,Seaford,Paddy Powney,14,red,darkblue
1220045,2025-2026,Counties 2 Sussex,2025-10-11,1,Seaford,william joy,13,red,darkblue
1220045,2025-2026,Counties 2 Sussex,2025-10-11,1,Seaford,Corey Digby-Clarke,12,red,darkblue
1220045,2025-2026,Counties 2 Sussex,2025-10-11,1,Seaford,Charlie Crossgrove,11,red,darkblue
1220045,2025-2026,Counties 2 Sussex,2025-10-11,1,Seaford,Oscar Weisz,10,red,darkblue
1220045,2025-2026,Counties 2 Sussex,2025-10-11,1,Seaford,Jack Cullinane,9,red,darkblue
1220045,2025-2026,Counties 2 Sussex,2025-10-11,1,Seaford,Name withheld,8,red,darkblue
1220045,2025-2026,Counties 2 Sussex,2025-10-11,1,Seaford,Harvey Joy,7,red,darkblue
1220045,2025-2026,Counties 2 Sussex,2025-10-11,1,Seaford,Jason Staples,6,red,darkblue
1220045,2025-2026,Counties 2 Sussex,2025-10-11,1,Seaford,Dominic Joy,5,red,darkblue
1220045,2025-2026,Counties 2 Sussex,2025-10-11,1,Seaford,Lee Furminger,4,red,darkblue
1220045,2025-2026,Counties 2 Sussex,2025-10-11,1,Seaford,Joseph Drew,3,red,darkblue
1220045,2025-2026,Counties 2 Sussex,2025-10-11,1,Seaford,Andrew Fry,2,red,darkblue
1220045,2025-2026,Counties 2 Sussex,2025-10-11,1,Seaford,Joshua Hennessy,1,red,darkblue
1220045,2025-2026,Counties 2 Sussex,2025-10-11,1,Seaford,Josh Ellis-Smith,S1,red,darkblue
1220045,2025-2026,Counties 2 Sussex,2025-10-11,1,Seaford,Daniel Blunt,S2,red,darkblue
1220045,2025-2026,Counties 2 Sussex,2025-10-11,1,Seaford,Andrew Salter,S3,red,darkblue
1220045,2025-2026,Counties 2 Sussex,2025-10-11,1,Brighton II,Nathaniel Bellenie,15,gray,black
1220045,2025-2026,Counties 2 Sussex,2025-10-11,1,Brighton II,Ibrahim Bangura,14,gray,black
1220045,2025-2026,Counties 2 Sussex,2025-10-11,1,Brighton II,Ethan Humphreys,13,gray,black
1220045,2025-2026,Counties 2 Sussex,2025-10-11,1,Brighton II,Josefata Naga,12,gray,black
1220045,2025-2026,Counties 2 Sussex,2025-10-11,1,Brighton II,Max Suttner,11,gray,black
1220045,2025-2026,Counties 2 Sussex,2025-10-11,1,Brighton II,Aled Edwards,10,gray,black
1220045,2025-2026,Counties 2 Sussex,2025-10-11,1,Brighton II,Ben Poole,9,gray,black
1220045,2025-2026,Counties 2 Sussex,2025-10-11,1,Brighton II,Zak Ellenger,8,gray,black
1220045,2025-2026,Counties 2 Sussex,2025-10-11,1,Brighton II,Adam Butler,7,gray,black
1220045,2025-2026,Counties 2 Sussex,2025-10-11,1,Brighton II,Mathew Bellenie,6,gray,black
1220045,2025-2026,Counties 2 Sussex,2025-10-11,1,Brighton II,Dillon Stingemore,5,gray,black
1220045,2025-2026,Counties 2 Sussex,2025-10-11,1,Brighton II,Daniel Grant,4,gray,black
1220045,2025-2026,Counties 2 Sussex,2025-10-11,1,Brighton II,Josh Blackburn,3,gray,black
1220045,2025-2026,Counties 2 Sussex,2025-10-11,1,Brighton II,Luke Booth,2,gray,black
1220045,2025-2026,Counties 2 Sussex,2025-10-11,1,Brighton II,Adam Butler,1,gray,black
1220046,2025-2026,Counties 2 Sussex,2025-10-11,1,Lewes,Jack Soltermann,15,blue,white
1220046,2025-2026,Counties 2 Sussex,2025-10-11,1,Lewes,Harry Carr,14,blue,white
1220046,2025-2026,Counties 2 Sussex,2025-10-11,1,Lewes,Rafferty Green,13,blue,white
1220046,2025-2026,Counties 2 Sussex,2025-10-11,1,Lewes,Ben Goode,12,blue,white
1220046,2025-2026,Counties 2 Sussex,2025-10-11,1,Lewes,Daryl Benson,11,blue,white
1220046,2025-2026,Counties 2 Sussex,2025-10-11,1,Lewes,Jordan Smith,10,blue,white
