Match ID,Season,League,Date,Team,Player,Position,Color1,Color2
1136445,2024-2025,Counties 1 Surrey/Sussex,2024-10-26,Trinity,Nathan Bacon,3,lightsteelblue,darkblue
1136445,2024-2025,Counties 1 Surrey/Sussex,2024-10-26,Trinity,Quinn Singh,2,lightsteelblue,darkblue
1136445,2024-2025,Counties 1 Surrey/Sussex,2024-10-26,Trinity,Alastair Hall,1,lightsteelblue,darkblue
1136445,2024-2025,Counties 1 Surrey/Sussex,2024-10-26,Trinity,Adam Stammers,S1,lightsteelblue,darkblue
1136445,2024-2025,Counties 1 Surrey/Sussex,2024-10-26,Trinity,James Duffy,S2,lightsteelblue,darkblue
1136445,2024-2025,Counties 1 Surrey/Sussex,2024-10-26,Trinity,Barney Kember,S3,lightsteelblue,darkblue
1136445,2024-2025,Counties 1 Surrey/Sussex,2024-10-26,Eastbourne,Mason Dowle,15,royalblue,yellow
1136445,2024-2025,Counties 1 Surrey/Sussex,2024-10-26,Eastbourne,Owen Jones,14,royalblue,yellow
1136445,2024-2025,Counties 1 Surrey/Sussex,2024-10-26,Eastbourne,Jake Howe,13,royalblue,yellow
1136445,2024-2025,Counties 1 Surrey/Sussex,2024-10-26,Eastbourne,Ronnie Doorey-Palmer,12,royalblue,yellow
1136445,2024-2025,Counties 1 Surrey/Sussex,2024-10-26,Eastbourne,Jack Brown,11,royalblue,yellow
1136445,2024-2025,Counties 1 Surrey/Sussex,2024-10-26,Eastbourne,Aaron Hossack,10,royalblue,yellow
1136445,2024-2025,Counties 1 Surrey/Sussex,2024-10-26,Eastbourne,Leon Wood,9,royalblue,yellow
1136445,2024-2025,Counties 1 Surrey/Sussex,2024-10-26,Eastbourne,Jeremy Montes,8,royalblue,yellow
1136445,2024-2025,Counties 1 Surrey/Sussex,2024-10-26,Eastbourne,Vincent Morse,7,royalblue,yellow
1136445,2024-2025,Counties 1 Surrey/Sussex,2024-10-26,Eastbourne,Ben Gower,6,royalblue,yellow
1136445,2024-2025,Counties 1 Surrey/Sussex,2024-10-26,Eastbourne,Joshua Buckwell,5,royalblue,yellow
1136445,2024-2025,Counties 1 Surrey/Sussex,2024-10-26,Eastbourne,Jack Curtis,4,royalblue,yellow
1136445,2024-2025,Counties 1 Surrey/Sussex,2024-10-26,Eastbourne,Paul Smith,3,royalblue,yellow
1136445,2024-2025,Counties 1 Surrey/Sussex,2024-10-26,Eastbourne,Konrad Oneill,2,royalblue,yellow
1136445,2024-2025,Counties 1 Surrey/Sussex,2024-10-26,Eastbourne,Christopher Hosking,1,royalblue,yellow
1136445,2024-2025,Counties 1 Surrey/Sussex,2024-10-26,Eastbourne,Ryan Shields,S1,royalblue,yellow
1136445,2024-2025,Counties 1 Surrey/Sussex,2024-10-26,Eastbourne,Alun Cranch,S2,royalblue,yellow
1136445,2024-2025,Counties 1 Surrey/Sussex,2024-10-26,Eastbourne,Maxence Saint-André,S3,royalblue,yellow
1136446,2024-2025,Counties 1 Surrey/Sussex,2024-11-09,KCS Old Boys,Max Gardiner,15,red,yellow
1136446,2024-2025,Counties 1 Surrey/Sussex,2024-11-09,KCS Old Boys,Alexander Laidlaw,14,red,yellow
1136446,2024-2025,Counties 1 Surrey/Sussex,2024-11-09,KCS Old Boys,Thomas Woods,13,red,yellow
1136446,2024-2025,Counties 1 Surrey/Sussex,2024-11-09,KCS Old Boys,Christiaan du Toit,12,red,yellow
1136446,2024-2025,Counties 1 Surrey/Sussex,2024-11-09,KCS Old Boys,Tom Senior,11,red,yellow
1136446,2024-2025,Counties 1 Surrey/Sussex,2024-11-09,KCS Old Boys,William Carter,10,red,yellow
1136446,2024-2025,Counties 1 Surrey/Sussex,2024-11-09,KCS Old Boys,Neil Williams,9,red,yellow
1136446,2024-2025,Counties 1 Surrey/Sussex,2024-11-09,KCS Old Boys,Thomas Evans,8,red,yellow
1136446,2024-2025,Counties 1 Surrey/Sussex,2024-11-09,KCS Old Boys,Dale Spratt,7,red,yellow
1136446,2024-2025,Counties 1 Surrey/Sussex,2024-11-09,KCS Old Boys,Charles Paterson,6,red,yellow
1136446,2024-2025,Counties 1 Surrey/Sussex,2024-11-09,KCS Old Boys,Cameron Keller,5,red,yellow
1136446,2024-2025,Counties 1 Surrey/Sussex,2024-11-09,KCS Old Boys,James Shaw,4,red,yellow
1136446,2024-2025,Counties 1 Surrey/Sussex,2024-11-09,KCS Old Boys,Charlie Topley,3,red,yellow
1136446,2024-2025,Counties 1 Surrey/Sussex,2024-11-09,KCS Old Boys,Alexander Owen,2,red,yellow
1136446,2024-2025,Counties 1 Surrey/Sussex,2024-11-09,KCS Old Boys,Benoit Israel,1,red,yellow
1136446,2024-2025,Counties 1 Surrey/Sussex,2024-11-09,KCS Old Boys,Lekan Oduniyi,S1,red,yellow
1136446,2024-2025,Counties 1 Surrey/Sussex,2024-11-09,KCS Old Boys,William Page,S2,red,yellow
1136446,2024-2025,Counties 1 Surrey/Sussex,2024-11-09,KCS Old Boys,George Pickens,S3,red,yellow
1136446,2024-2025,Counties 1 Surrey/Sussex,2024-11-09,Cobham,Connor Dellapina,15,navy,crimson
1136446,2024-2025,Counties 1 Surrey/Sussex,2024-11-09,Cobham,Rory Penfold,14,navy,crimson
1136446,2024-2025,Counties 1 Surrey/Sussex,2024-11-09,Cobham,Will Palmer,13,navy,crimson
1136446,2024-2025,Counties 1 Surrey/Sussex,2024-11-09,Cobham,Finlay Savill,12,navy,crimson
1136446,2024-2025,Counties 1 Surrey/Sussex,2024-11-09,Cobham,Ross Munro,11,navy,crimson
1136446,2024-2025,Counties 1 Surrey/Sussex,2024-11-09,Cobham,Knox O'Connor,10,navy,crimson
1136446,2024-2025,Counties 1 Surrey/Sussex,2024-11-09,Cobham,Ryan Saunders,9,navy,crimson
1136446,2024-2025,Counties 1 Surrey/Sussex,2024-11-09,Cobham,Will O'Leary,8,navy,crimson
1136446,2024-2025,Counties 1 Surrey/Sussex,2024-11-09,Cobham,Oliver Fox,7,navy,crimson
1136446,2024-2025,Counties 1 Surrey/Sussex,2024-11-09,Cobham,Edward Jackson,6,navy,crimson
1136446,2024-2025,Counties 1 Surrey/Sussex,2024-11-09,Cobham,Joseph Harker,5,navy,crimson
1136446,2024-2025,Counties 1 Surrey/Sussex,2024-11-09,Cobham,James White,4,navy,crimson
1136446,2024-2025,Counties 1 Surrey/Sussex,2024-11-09,Cobham,Ryan Aujla,3,navy,crimson
1136446,2024-2025,Counties 1 Surrey/Sussex,2024-11-09,Cobham,Andrew Murphy,2,navy,crimson
1136446,2024-2025,Counties 1 Surrey/Sussex,2024-11-09,Cobham,Chris Lippiatt,1,navy,crimson
1136446,2024-2025,Counties 1 Surrey/Sussex,2024-11-09,Cobham,Gabriel Clark,S1,navy,crimson
1136446,2024-2025,Counties 1 Surrey/Sussex,2024-11-09,Cobham,George O'Connor,S2,navy,crimson
1136446,2024-2025,Counties 1 Surrey/Sussex,2024-11-09,Cobham,Sam Meehan,S3,navy,crimson
1190746,2024-2025,Counties 1 Surrey/Sussex,2025-01-25,Weybridge Vandals,Thomas Bolger,15,purple,green
1190746,2024-2025,Counties 1 Surrey/Sussex,2025-01-25,Weybridge Vandals,Luke Phair,14,purple,green
1190746,2024-2025,Counties 1 Surrey/Sussex,2025-01-25,Weybridge Vandals,Harry Weatherall,13,purple,green
1190746,2024-2025,Counties 1 Surrey/Sussex,2025-01-25,Weybridge Vandals,Sam Bullett,12,purple,green
1190746,2024-2025,Counties 1 Surrey/Sussex,2025-01-25,Weybridge Vandals,Karl Hoade,11,purple,green
1190746,2024-2025,Counties 1 Surrey/Sussex,2025-01-25,Weybridge Vandals,Daniel Wellden,10,purple,green
1190746,2024-2025,Counties 1 Surrey/Sussex,2025-01-25,Weybridge Vandals,Joseph Graves,9,purple,green
1190746,2024-2025,Counties 1 Surrey/Sussex,2025-01-25,Weybridge Vandals,James Gulliver,8,purple,green
1190746,2024-2025,Counties 1 Surrey/Sussex,2025-01-25,Weybridge Vandals,Cameron Edgar,7,purple,green
1190746,2024-2025,Counties 1 Surrey/Sussex,2025-01-25,Weybridge Vandals,Callum Hennessey,6,purple,green
1190746,2024-2025,Counties 1 Surrey/Sussex,2025-01-25,Weybridge Vandals,Lewis Bryant,5,purple,green
1190746,2024-2025,Counties 1 Surrey/Sussex,2025-01-25,Weybridge Vandals,Michael Mason,4,purple,green
1190746,2024-2025,Counties 1 Surrey/Sussex,2025-01-25,Weybridge Vandals,Luke Hempstead,3,purple,green
1190746,2024-2025,Counties 1 Surrey/Sussex,2025-01-25,Weybridge Vandals,Robbie Dones,2,purple,green
1190746,2024-2025,Counties 1 Surrey/Sussex,2025-01-25,Weybridge Vandals,Joshua Thomas,1,purple,green
1190746,2024-2025,Counties 1 Surrey/Sussex,2025-01-25,Weybridge Vandals,Lloyd Pullen,S1,purple,green
1190746,2024-2025,Counties 1 Surrey/Sussex,2025-01-25,Weybridge Vandals,Richard Crabb,S2,purple,green
1190746,2024-2025,Counties 1 Surrey/Sussex,2025-01-25,Weybridge Vandals,Name withheld,S3,purple,green
1190746,2024-2025,Counties 1 Surrey/Sussex,2025-01-25,Cobham,Will Stephen,15,navy,crimson
1190746,2024-2025,Counties 1 Surrey/Sussex,2025-01-25,Cobham,George Moule,14,navy,crimson
1190746,2024-2025,Counties 1 Surrey/Sussex,2025-01-25,Cobham,Finlay Savill,13,navy,crimson
1190746,2024-2025,Counties 1 Surrey/Sussex,2025-01-25,Cobham,Taylor Rice-Burnett,12,navy,crimson
1190746,2024-2025,Counties 1 Surrey/Sussex,2025-01-25,Cobham,Henry MacQuire,11,navy,crimson
1190746,2024-2025,Counties 1 Surrey/Sussex,2025-01-25,Cobham,Connor Dellapina,10,navy,crimson
1190746,2024-2025,Counties 1 Surrey/Sussex,2025-01-25,Cobham,Joseph Yorke,9,navy,crimson
1190746,2024-2025,Counties 1 Surrey/Sussex,2025-01-25,Cobham,Thomas Davison,8,navy,crimson
1190746,2024-2025,Counties 1 Surrey/Sussex,2025-01-25,Cobham,Edward Jackson,7,navy,crimson
1190746,2024-2025,Counties 1 Surrey/Sussex,2025-01-25,Cobham,Oliver Fielding,6,navy,crimson
1190746,2024-2025,Counties 1 Surrey/Sussex,2025-01-25,Cobham,Louis Porter,5,navy,crimson
1190746,2024-2025,Counties 1 Surrey/Sussex,2025-01-25,Cobham,Luke Westgarth-Taylor,4,navy,crimson
1190746,2024-2025,Counties 1 Surrey/Sussex,2025-01-25,Cobham,Ryan Aujla,3,navy,crimson
1190746,2024-2025,Counties 1 Surrey/Sussex,2025-01-25,Cobham,Andrew Murphy,2,navy,crimson
1190746,2024-2025,Counties 1 Surrey/Sussex,2025-01-25,Cobham,Chris Lippiatt,1,navy,crimson
1190746,2024-2025,Counties 1 Surrey/Sussex,2025-01-25,Cobham,Gabriel Clark,S1,navy,crimson
1190746,2024-2025,Counties 1 Surrey/Sussex,2025-01-25,Cobham,Hugh Farmer,S2,navy,crimson
1190746,2024-2025,Counties 1 Surrey/Sussex,2025-01-25,Cobham,Joshua Millerd,S3,navy,crimson
1136441,2024-2025,Counties 1 Surrey/Sussex,2024-10-26,Old Haileyburians,Edward Walker,15,#89273a,white
1136441,2024-2025,Counties 1 Surrey/Sussex,2024-10-26,Old Haileyburians,Ethan Mead,14,#89273a,white
1136441,2024-2025,Counties 1 Surrey/Sussex,2024-10-26,Old Haileyburians,Benedict Trimmer,13,#89273a,white
1136441,2024-2025,Counties 1 Surrey/Sussex,2024-10-26,Old Haileyburians,Issac Jeavons-Fellows,12,#89273a,white
1136441,2024-2025,Counties 1 Surrey/Sussex,2024-10-26,Old Haileyburians,Samuel Mccafferty,11,#89273a,white
1136441,2024-2025,Counties 1 Surrey/Sussex,2024-10-26,Old Haileyburians,Oliver Bluck,10,#89273a,white
1136441,2024-2025,Counties 1 Surrey/Sussex,2024-10-26,Old Haileyburians,Alfie Jeavons-Fellows,9,#89273a,white
1136441,2024-2025,Counties 1 Surrey/Sussex,2024-10-26,Old Haileyburians,Thomas Wright,8,#89273a,white
1136441,2024-2025,Counties 1 Surrey/Sussex,2024-10-26,Old Haileyburians,Jonathan Parr,7,#89273a,white
1136441,2024-2025,Counties 1 Surrey/Sussex,2024-10-26,Old Haileyburians,Thomas Woodruff,6,#89273a,white
1136441,2024-2025,Counties 1 Surrey/Sussex,2024-10-26,Old Haileyburians,William Barnes,5,#89273a,white
1136441,2024-2025,Counties 1 Surrey/Sussex,2024-10-26,Old Haileyburians,Harry Harper-Dowe,4,#89273a,white
1136441,2024-2025,Counties 1 Surrey/Sussex,2024-10-26,Old Haileyburians,Oliver L Marsden,3,#89273a,white
1136441,2024-2025,Counties 1 Surrey/Sussex,2024-10-26,Old Haileyburians,Joseph Freeman,2,#89273a,white
1136441,2024-2025,Counties 1 Surrey/Sussex,2024-10-26,Old Haileyburians,Tobi Costello,1,#89273a,white
1136441,2024-2025,Counties 1 Surrey/Sussex,2024-10-26,Old Haileyburians,Joshua Sterne,S1,#89273a,white
1136441,2024-2025,Counties 1 Surrey/Sussex,2024-10-26,Old Haileyburians,Charles Hymer,S2,#89273a,white
1136441,2024-2025,Counties 1 Surrey/Sussex,2024-10-26,Old Haileyburians,Name withheld,S3,#89273a,white
1136441,2024-2025,Counties 1 Surrey/Sussex,2024-10-26,Weybridge Vandals,Thomas Bolger,15,purple,green
1136441,2024-2025,Counties 1 Surrey/Sussex,2024-10-26,Weybridge Vandals,David Kemp,14,purple,green
1136441,2024-2025,Counties 1 Surrey/Sussex,2024-10-26,Weybridge Vandals,Harry Reed,13,purple,green
1136441,2024-2025,Counties 1 Surrey/Sussex,2024-10-26,Weybridge Vandals,Karl Hoade,12,purple,green
1136441,2024-2025,Counties 1 Surrey/Sussex,2024-10-26,Weybridge Vandals,Luke Phair,11,purple,green
1136441,2024-2025,Counties 1 Surrey/Sussex,2024-10-26,Weybridge Vandals,Daniel Wellden,10,purple,green
1136441,2024-2025,Counties 1 Surrey/Sussex,2024-10-26,Weybridge Vandals,Joseph Graves,9,purple,green
1136441,2024-2025,Counties 1 Surrey/Sussex,2024-10-26,Weybridge Vandals,James Gulliver,8,purple,green
1136441,2024-2025,Counties 1 Surrey/Sussex,2024-10-26,Weybridge Vandals,James Weatherall,7,purple,green
1136441,2024-2025,Counties 1 Surrey/Sussex,2024-10-26,Weybridge Vandals,Michael Mason,6,purple,green
1136441,2024-2025,Counties 1 Surrey/Sussex,2024-10-26,Weybridge Vandals,Richard Crabb,5,purple,green
1136441,2024-2025,Counties 1 Surrey/Sussex,2024-10-26,Weybridge Vandals,Luke Hempstead,4,purple,green
1136441,2024-2025,Counties 1 Surrey/Sussex,2024-10-26,Weybridge Vandals,Cameron Edgar,3,purple,green
1136441,2024-2025,Counties 1 Surrey/Sussex,2024-10-26,Weybridge Vandals,Joshua Thomas,2,purple,green
1136441,2024-2025,Counties 1 Surrey/Sussex,2024-10-26,Weybridge Vandals,Lloyd Pullen,1,purple,green
1136441,2024-2025,Counties 1 Surrey/Sussex,2024-10-26,Weybridge Vandals,Thomas Frewin,S1,purple,green
1136441,2024-2025,Counties 1 Surrey/Sussex,2024-10-26,Weybridge Vandals,Harry Weatherall,S2,purple,green
1189151,2024-2025,Counties 1 Surrey/Sussex,2025-01-25,Old Rutlishians,James Cuthbert,15,gold,navy
1189151,2024-2025,Counties 1 Surrey/Sussex,2025-01-25,Old Rutlishians,Oliver O’Brien,14,gold,navy
1189151,2024-2025,Counties 1 Surrey/Sussex,2025-01-25,Old Rutlishians,David Cecil,13,gold,navy
1189151,2024-2025,Counties 1 Surrey/Sussex,2025-01-25,Old Rutlishians,Maximilian Lufkin,12,gold,navy
1189151,2024-2025,Counties 1 Surrey/Sussex,2025-01-25,Old Rutlishians,Corey Holland,11,gold,navy
1189151,2024-2025,Counties 1 Surrey/Sussex,2025-01-25,Old Rutlishians,Toby Harrison,10,gold,navy
1189151,2024-2025,Counties 1 Surrey/Sussex,2025-01-25,Old Rutlishians,Thomas Checkley,9,gold,navy
1189151,2024-2025,Counties 1 Surrey/Sussex,2025-01-25,Old Rutlishians,Robert Cecil,8,gold,navy
1189151,2024-2025,Counties 1 Surrey/Sussex,2025-01-25,Old Rutlishians,Wesley Poku,7,gold,navy
1189151,2024-2025,Counties 1 Surrey/Sussex,2025-01-25,Old Rutlishians,Harry Hovell,6,gold,navy
1189151,2024-2025,Counties 1 Surrey/Sussex,2025-01-25,Old Rutlishians,Josh Jibulu,5,gold,navy
1189151,2024-2025,Counties 1 Surrey/Sussex,2025-01-25,Old Rutlishians,Jordan Braddock,4,gold,navy
1189151,2024-2025,Counties 1 Surrey/Sussex,2025-01-25,Old Rutlishians,LOUIE DAVIES,3,gold,navy
1189151,2024-2025,Counties 1 Surrey/Sussex,2025-01-25,Old Rutlishians,Ryan Dunne,2,gold,navy
1189151,2024-2025,Counties 1 Surrey/Sussex,2025-01-25,Old Rutlishians,William Donegan,1,gold,navy
1189151,2024-2025,Counties 1 Surrey/Sussex,2025-01-25,Old Rutlishians,Chezter Altea,S1,gold,navy
1189151,2024-2025,Counties 1 Surrey/Sussex,2025-01-25,Old Rutlishians,Harry Keohane,S2,gold,navy
1189151,2024-2025,Counties 1 Surrey/Sussex,2025-01-25,Old Rutlishians,Michael Boland,S3,gold,navy
1189151,2024-2025,Counties 1 Surrey/Sussex,2025-01-25,KCS Old Boys,Neil Williams,15,red,yellow
1189151,2024-2025,Counties 1 Surrey/Sussex,2025-01-25,KCS Old Boys,Edward Shinn,14,red,yellow
1189151,2024-2025,Counties 1 Surrey/Sussex,2025-01-25,KCS Old Boys,Patrick Smith,13,red,yellow
1189151,2024-2025,Counties 1 Surrey/Sussex,2025-01-25,KCS Old Boys,Thomas Evans,12,red,yellow
1189151,2024-2025,Counties 1 Surrey/Sussex,2025-01-25,KCS Old Boys,George Pickens,11,red,yellow
1189151,2024-2025,Counties 1 Surrey/Sussex,2025-01-25,KCS Old Boys,Tom Senior,10,red,yellow
1189151,2024-2025,Counties 1 Surrey/Sussex,2025-01-25,KCS Old Boys,Matthew Young,9,red,yellow
1189151,2024-2025,Counties 1 Surrey/Sussex,2025-01-25,KCS Old Boys,Cameron Keller,8,red,yellow
1189151,2024-2025,Counties 1 Surrey/Sussex,2025-01-25,KCS Old Boys,Jay Bhatia,7,red,yellow
1189151,2024-2025,Counties 1 Surrey/Sussex,2025-01-25,KCS Old Boys,Dale Spratt,6,red,yellow
1189151,2024-2025,Counties 1 Surrey/Sussex,2025-01-25,KCS Old Boys,Rees Powell,5,red,yellow
1189151,2024-2025,Counties 1 Surrey/Sussex,2025-01-25,KCS Old Boys,James Shaw,4,red,yellow
1189151,2024-2025,Counties 1 Surrey/Sussex,2025-01-25,KCS Old Boys,Charlie Topley,3,red,yellow
1189151,2024-2025,Counties 1 Surrey/Sussex,2025-01-25,KCS Old Boys,Alexander Owen,2,red,yellow
1189151,2024-2025,Counties 1 Surrey/Sussex,2025-01-25,KCS Old Boys,Benoit Israel,1,red,yellow
1189151,2024-2025,Counties 1 Surrey/Sussex,2025-01-25,KCS Old Boys,Minhyuk Seo,S1,red,yellow
1189151,2024-2025,Counties 1 Surrey/Sussex,2025-01-25,KCS Old Boys,Joe Hampel,S2,red,yellow
1136420,2024-2025,Counties 1 Surrey/Sussex,2024-09-21,Eastbourne,Mason Dowle,15,royalblue,yellow
1136420,2024-2025,Counties 1 Surrey/Sussex,2024-09-21,Eastbourne,Oliver Horley,14,royalblue,yellow
1136420,2024-2025,Counties 1 Surrey/Sussex,2024-09-21,Eastbourne,Jake Howe,13,royalblue,yellow
1136420,2024-2025,Counties 1 Surrey/Sussex,2024-09-21,Eastbourne,Ronnie Doorey-Palmer,12,royalblue,yellow
1136420,2024-2025,Counties 1 Surrey/Sussex,2024-09-21,Eastbourne,Dylan Viles,11,royalblue,yellow
1136420,2024-2025,Counties 1 Surrey/Sussex,2024-09-21,Eastbourne,Aaron Hossack,10,royalblue,yellow
1136420,2024-2025,Counties 1 Surrey/Sussex,2024-09-21,Eastbourne,Leon Wood,9,royalblue,yellow
1136420,2024-2025,Counties 1 Surrey/Sussex,2024-09-21,Eastbourne,Owen Davies,8,royalblue,yellow
1136420,2024-2025,Counties 1 Surrey/Sussex,2024-09-21,Eastbourne,Vincent Morse,7,royalblue,yellow
1136420,2024-2025,Counties 1 Surrey/Sussex,2024-09-21,Eastbourne,Ben Gower,6,royalblue,yellow
1136420,2024-2025,Counties 1 Surrey/Sussex,2024-09-21,Eastbourne,Jack Curtis,5,royalblue,yellow
1136420,2024-2025,Counties 1 Surrey/Sussex,2024-09-21,Eastbourne,Luke Thomas,4,royalblue,yellow
1136420,2024-2025,Counties 1 Surrey/Sussex,2024-09-21,Eastbourne,Paul Smith,3,royalblue,yellow
1136420,2024-2025,Counties 1 Surrey/Sussex,2024-09-21,Eastbourne,Konrad Oneill,2,royalblue,yellow
1136420,2024-2025,Counties 1 Surrey/Sussex,2024-09-21,Eastbourne,Alun Cranch,1,royalblue,yellow
1136420,2024-2025,Counties 1 Surrey/Sussex,2024-09-21,Eastbourne,Owen Jones,S1,royalblue,yellow
1136420,2024-2025,Counties 1 Surrey/Sussex,2024-09-21,Eastbourne,Christopher Hosking,S2,royalblue,yellow
1136420,2024-2025,Counties 1 Surrey/Sussex,2024-09-21,Eastbourne,Tom Lester,S3,royalblue,yellow
1136420,2024-2025,Counties 1 Surrey/Sussex,2024-09-21,Hove,Alex Parker,15,dodgerblue,maroon
1136420,2024-2025,Counties 1 Surrey/Sussex,2024-09-21,Hove,Oakley Hill-Smith,14,dodgerblue,maroon
1136420,2024-2025,Counties 1 Surrey/Sussex,2024-09-21,Hove,Leo Robertson,13,dodgerblue,maroon
1136420,2024-2025,Counties 1 Surrey/Sussex,2024-09-21,Hove,Max Marshall,12,dodgerblue,maroon
1136420,2024-2025,Counties 1 Surrey/Sussex,2024-09-21,Hove,Jack Edwards,11,dodgerblue,maroon
1136420,2024-2025,Counties 1 Surrey/Sussex,2024-09-21,Hove,Charles Soffe,10,dodgerblue,maroon
